Region,Codigo region,Comuna,Codigo comuna,Poblacion,202007,202008,202009,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036,202037,202038,202039,202040,202041,202042,202043,202044,202045,202046,202047,202048,202049,202050,202051,202052,202053,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112
Tarapaca,01,Colchane,01403,1583.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,17.0,15.0,15.0,10.0,8.0,3.0,11.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0
Tarapaca,01,Huara,01404,3000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,10.0,7.0,9.0,11.0,6.0,9.0,12.0,16.0,21.0,19.0,4.0,3.0,6.0,7.0,4.0,8.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,11.0,10.0,1.0,0.0,5.0,9.0,4.0,1.0,1.0,8.0,21.0,33.0,2.0,9.0,23.0,17.0,7.0,4.0,4.0,5.0,0.0
Tarapaca,01,Iquique,01101,223463.0,0,0.0,0.0,0.0,0.0,9.0,7.0,15.0,11.0,20.0,42.0,102.0,257.0,402.0,502.0,461.0,444.0,461.0,420.0,347.0,336.0,290.0,283.0,362.0,315.0,317.0,274.0,259.0,224.0,198.0,205.0,167.0,145.0,181.0,136.0,158.0,208.0,179.0,184.0,161.0,172.0,219.0,218.0,295.0,453.0,544.0,845.0,1211.0,1039.0,961.0,814.0,654.0,658.0,670.0,543.0,612.0,723.0,816.0,188.0
Tarapaca,01,Pica,01405,5958.0,0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,10.0,0.0,1.0,4.0,1.0,7.0,8.0,10.0,10.0,10.0,14.0,43.0,38.0,24.0,24.0,31.0,34.0,47.0,25.0,28.0,9.0,7.0,6.0,6.0,8.0,3.0,1.0,2.0,4.0,17.0,7.0,1.0,2.0,2.0,4.0,5.0,2.0,3.0,48.0,31.0,38.0,24.0,16.0,13.0,25.0,19.0,20.0,25.0,19.0,2.0
Tarapaca,01,Pozo Almonte,01401,17395.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,5.0,15.0,38.0,58.0,93.0,104.0,62.0,35.0,75.0,56.0,48.0,43.0,129.0,58.0,43.0,50.0,39.0,24.0,15.0,8.0,10.0,14.0,12.0,13.0,10.0,17.0,30.0,39.0,5.0,9.0,21.0,15.0,20.0,25.0,34.0,57.0,53.0,56.0,52.0,56.0,60.0,35.0,33.0,37.0,27.0,14.0,13.0
Tarapaca,01,Desconocido Tarapaca,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,94.0,29.0,25.0,25.0,30.0,26.0,21.0,20.0,16.0,16.0,33.0,34.0,17.0,16.0,13.0,11.0,13.0,10.0,15.0,40.0,64.0,80.0,85.0,25.0,9.0,3.0,12.0,1.0,5.0,1.0,1.0,0.0,2.0,2.0,1.0,7.0,7.0,4.0,2.0,1.0,5.0,1.0,2.0,5.0,3.0,3.0,11.0
Tarapaca,01,Total,,382773.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,30.0,40.0,54.0,84.0,230.0,503.0,728.0,904.0,887.0,860.0,831.0,702.0,624.0,615.0,545.0,526.0,619.0,676.0,597.0,612.0,501.0,472.0,378.0,361.0,297.0,320.0,365.0,318.0,294.0,333.0,277.0,351.0,304.0,259.0,317.0,365.0,497.0,712.0,866.0,1325.0,1933.0,1708.0,1585.0,1313.0,1079.0,1107.0,1057.0,872.0,934.0,1091.0,1154.0,283.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antofagasta,02,Antofagasta,02101,425725.0,0,0.0,0.0,1.0,2.0,27.0,32.0,40.0,57.0,109.0,161.0,215.0,312.0,312.0,302.0,347.0,488.0,596.0,700.0,790.0,911.0,755.0,583.0,579.0,677.0,627.0,522.0,433.0,425.0,346.0,287.0,229.0,244.0,273.0,282.0,260.0,231.0,197.0,181.0,144.0,116.0,131.0,142.0,253.0,355.0,476.0,871.0,1565.0,1749.0,1536.0,1418.0,1444.0,1114.0,1031.0,962.0,888.0,968.0,927.0,218.0
Antofagasta,02,Calama,02201,190336.0,0,0.0,1.0,0.0,2.0,4.0,3.0,8.0,16.0,16.0,39.0,52.0,91.0,233.0,281.0,448.0,802.0,980.0,913.0,738.0,672.0,466.0,353.0,269.0,203.0,195.0,184.0,132.0,144.0,116.0,76.0,65.0,94.0,74.0,40.0,24.0,49.0,30.0,28.0,39.0,45.0,29.0,27.0,19.0,41.0,50.0,93.0,218.0,272.0,234.0,250.0,274.0,309.0,272.0,305.0,312.0,309.0,310.0,93.0
Antofagasta,02,Maria Elena,02302,6814.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,16.0,44.0,44.0,30.0,13.0,12.0,11.0,7.0,40.0,29.0,27.0,7.0,14.0,8.0,12.0,7.0,1.0,2.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,6.0,4.0,2.0,3.0,2.0,12.0,45.0,33.0,14.0,15.0,4.0,2.0,1.0,8.0,3.0
Antofagasta,02,Mejillones,02102,14776.0,0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,15.0,17.0,30.0,77.0,46.0,51.0,19.0,19.0,10.0,17.0,39.0,50.0,25.0,16.0,10.0,22.0,24.0,9.0,22.0,16.0,14.0,8.0,19.0,17.0,7.0,7.0,15.0,10.0,14.0,11.0,5.0,9.0,7.0,16.0,23.0,31.0,25.0,25.0,30.0,99.0,96.0,113.0,106.0,73.0,81.0,56.0,56.0,41.0,20.0,22.0,10.0
Antofagasta,02,Ollague,02202,287.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,2.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antofagasta,02,San Pedro de Atacama,02203,10434.0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,18.0,22.0,33.0,35.0,35.0,36.0,46.0,19.0,20.0,19.0,18.0,13.0,9.0,9.0,4.0,2.0,14.0,7.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,8.0,45.0,20.0,31.0,59.0,36.0,36.0,28.0,20.0,17.0,18.0,12.0,5.0
Antofagasta,02,Sierra Gorda,02103,1746.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,3.0,12.0,6.0,8.0,3.0,4.0,2.0,5.0,6.0,6.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,5.0,1.0,2.0,5.0,0.0,0.0,0.0
Antofagasta,02,Taltal,02104,13657.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,12.0,6.0,9.0,7.0,9.0,12.0,7.0,11.0,20.0,16.0,2.0,10.0,10.0,15.0,9.0,2.0,4.0,2.0,6.0,7.0,2.0,13.0,2.0,3.0,0.0,4.0,9.0,0.0,0.0,3.0,11.0,16.0,10.0,17.0,14.0,12.0,19.0,15.0,18.0,5.0,12.0,33.0,40.0,79.0,42.0,3.0
Antofagasta,02,Tocopilla,02301,28079.0,0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,1.0,2.0,6.0,8.0,8.0,3.0,6.0,26.0,50.0,61.0,42.0,22.0,22.0,7.0,8.0,9.0,9.0,19.0,14.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,11.0,6.0,3.0,2.0,4.0,0.0,11.0,12.0,15.0,8.0,29.0,43.0,67.0,103.0,113.0,95.0,70.0,84.0,87.0,73.0,72.0,61.0,11.0
Antofagasta,02,Desconocido Antofagasta,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,5.0,11.0,41.0,30.0,26.0,20.0,21.0,21.0,25.0,26.0,13.0,13.0,9.0,4.0,8.0,3.0,5.0,6.0,10.0,1.0,6.0,2.0,3.0,2.0,1.0,0.0,3.0,1.0,3.0,2.0,6.0,14.0,12.0,15.0,35.0,16.0,16.0,12.0,3.0,17.0,5.0,21.0,21.0
Antofagasta,02,Total,,691854.0,0.0,0.0,2.0,1.0,4.0,35.0,37.0,63.0,101.0,154.0,253.0,394.0,508.0,653.0,636.0,854.0,1353.0,1678.0,1837.0,1745.0,1753.0,1352.0,1076.0,933.0,986.0,907.0,784.0,638.0,620.0,494.0,402.0,327.0,379.0,375.0,371.0,311.0,322.0,247.0,226.0,206.0,173.0,176.0,212.0,337.0,470.0,579.0,1058.0,2002.0,2231.0,2065.0,2043.0,1992.0,1650.0,1511.0,1472.0,1395.0,1472.0,1403.0,364.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atacama,03,Alto del Carmen,03302,5729.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,14.0,4.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,5.0,4.0,5.0,18.0,11.0,3.0,9.0,13.0,0.0
Atacama,03,Caldera,03102,19426.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,5.0,14.0,7.0,6.0,19.0,20.0,24.0,57.0,31.0,43.0,23.0,3.0,14.0,13.0,3.0,3.0,6.0,3.0,4.0,9.0,1.0,0.0,5.0,0.0,1.0,10.0,29.0,21.0,13.0,23.0,17.0,39.0,30.0,17.0,18.0,28.0,57.0,45.0,71.0,55.0,8.0
Atacama,03,Chanaral,03201,13164.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,12.0,2.0,4.0,9.0,6.0,12.0,11.0,10.0,19.0,13.0,21.0,35.0,17.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,16.0,21.0,23.0,16.0,8.0,17.0,40.0,32.0,42.0,27.0,29.0,5.0
Atacama,03,Copiapo,03101,171766.0,0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,1.0,12.0,28.0,27.0,14.0,26.0,58.0,114.0,117.0,146.0,154.0,173.0,196.0,301.0,510.0,653.0,633.0,390.0,260.0,148.0,123.0,154.0,93.0,62.0,85.0,71.0,93.0,91.0,31.0,12.0,22.0,14.0,25.0,26.0,28.0,41.0,56.0,148.0,255.0,296.0,257.0,294.0,244.0,261.0,247.0,280.0,234.0,255.0,253.0,91.0
Atacama,03,Diego de Almagro,03202,14358.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,7.0,3.0,9.0,4.0,2.0,10.0,6.0,1.0,5.0,1.0,11.0,44.0,20.0,40.0,7.0,13.0,15.0,27.0,27.0,33.0,26.0,21.0,11.0,2.0,5.0,5.0,0.0,3.0,1.0,6.0,5.0,7.0,29.0,42.0,48.0,30.0,18.0,16.0,11.0,21.0,22.0,26.0,45.0,8.0
Atacama,03,Freirina,03303,7681.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,10.0,23.0,6.0,4.0,8.0,20.0,24.0,15.0,10.0,6.0,7.0,8.0,22.0,10.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,7.0,2.0,1.0,8.0,6.0,12.0,36.0,24.0,22.0,17.0,13.0,15.0,18.0,18.0,3.0
Atacama,03,Huasco,03304,11264.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,6.0,3.0,0.0,1.0,9.0,9.0,3.0,10.0,16.0,8.0,22.0,15.0,28.0,20.0,12.0,9.0,11.0,8.0,16.0,7.0,10.0,27.0,23.0,5.0,1.0,0.0,0.0,1.0,3.0,7.0,12.0,41.0,37.0,26.0,20.0,10.0,29.0,40.0,20.0,0.0
Atacama,03,Tierra Amarilla,03103,14312.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,5.0,9.0,2.0,0.0,1.0,10.0,15.0,11.0,5.0,14.0,22.0,23.0,40.0,49.0,49.0,34.0,18.0,22.0,5.0,5.0,2.0,7.0,19.0,25.0,12.0,6.0,1.0,2.0,5.0,6.0,7.0,2.0,5.0,10.0,2.0,6.0,18.0,19.0,38.0,44.0,47.0,37.0,24.0,32.0,46.0,6.0,9.0,0.0
Atacama,03,Vallenar,03301,57009.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,10.0,10.0,13.0,3.0,7.0,16.0,27.0,54.0,66.0,56.0,72.0,59.0,33.0,34.0,38.0,37.0,60.0,64.0,86.0,134.0,94.0,136.0,131.0,67.0,50.0,34.0,24.0,16.0,16.0,33.0,24.0,31.0,27.0,27.0,13.0,17.0,22.0,46.0,78.0,66.0,66.0,79.0,61.0,79.0,67.0,56.0,114.0,112.0,29.0
Atacama,03,Desconocido Atacama,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,3.0,1.0,0.0,11.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,1.0,0.0,0.0,1.0
Atacama,03,Total,,314709.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,8.0,10.0,24.0,46.0,52.0,24.0,38.0,88.0,169.0,213.0,263.0,243.0,296.0,324.0,394.0,635.0,793.0,837.0,628.0,456.0,360.0,336.0,321.0,303.0,279.0,225.0,202.0,182.0,156.0,86.0,40.0,83.0,82.0,91.0,66.0,72.0,106.0,105.0,202.0,398.0,487.0,504.0,563.0,478.0,467.0,484.0,529.0,493.0,566.0,554.0,145.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coquimbo,04,Andacollo,04103,11791.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.0,3.0,7.0,6.0,1.0,5.0,7.0,4.0,3.0,3.0,2.0,5.0,5.0,10.0,16.0,15.0,23.0,21.0,14.0,12.0,11.0,6.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,6.0,14.0,20.0,23.0,17.0,24.0,18.0,14.0,9.0,4.0
Coquimbo,04,Canela,04202,9546.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,6.0,5.0,0.0,4.0,3.0,2.0,11.0,19.0,11.0,8.0,5.0,4.0,10.0,8.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,6.0,8.0,17.0,22.0,7.0,22.0,20.0,9.0,7.0,7.0,8.0,8.0,1.0
Coquimbo,04,Combarbala,04302,13884.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,7.0,0.0,1.0,3.0,0.0,1.0,4.0,6.0,8.0,10.0,10.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,1.0,0.0,2.0,4.0,22.0,5.0,3.0,8.0,1.0,5.0,8.0,11.0,6.0,4.0,13.0,21.0,18.0,17.0,15.0,38.0,29.0,0.0
Coquimbo,04,Coquimbo,04102,256735.0,0,0.0,0.0,0.0,4.0,13.0,3.0,2.0,1.0,6.0,7.0,20.0,83.0,85.0,69.0,146.0,143.0,156.0,179.0,239.0,235.0,339.0,359.0,350.0,334.0,334.0,340.0,338.0,283.0,209.0,189.0,104.0,123.0,84.0,79.0,45.0,48.0,37.0,31.0,30.0,43.0,52.0,50.0,58.0,82.0,83.0,125.0,180.0,265.0,307.0,362.0,322.0,316.0,370.0,437.0,454.0,447.0,363.0,62.0
Coquimbo,04,Illapel,04201,32801.0,0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,1.0,0.0,1.0,0.0,1.0,5.0,20.0,14.0,18.0,20.0,41.0,43.0,63.0,9.0,23.0,49.0,19.0,31.0,19.0,11.0,18.0,22.0,12.0,33.0,17.0,6.0,9.0,5.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,8.0,2.0,2.0,10.0,21.0,33.0,30.0,42.0,50.0,50.0,40.0,50.0,68.0,95.0,9.0
Coquimbo,04,La Higuera,04104,4450.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,9.0,27.0,9.0,17.0,19.0,3.0,5.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,4.0,0.0,8.0,11.0,9.0,4.0,0.0,12.0,14.0,18.0,2.0
Coquimbo,04,La Serena,04101,249656.0,0,0.0,0.0,1.0,0.0,3.0,7.0,4.0,2.0,3.0,6.0,16.0,51.0,50.0,74.0,109.0,115.0,135.0,196.0,187.0,225.0,270.0,270.0,335.0,335.0,289.0,174.0,229.0,178.0,196.0,125.0,60.0,71.0,84.0,69.0,45.0,48.0,34.0,28.0,19.0,44.0,30.0,58.0,60.0,67.0,90.0,118.0,161.0,261.0,313.0,358.0,479.0,382.0,424.0,496.0,532.0,585.0,513.0,77.0
Coquimbo,04,Los Vilos,04203,23374.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,6.0,5.0,12.0,26.0,11.0,12.0,17.0,21.0,18.0,25.0,30.0,25.0,15.0,27.0,20.0,15.0,19.0,7.0,9.0,4.0,4.0,4.0,1.0,0.0,0.0,5.0,4.0,4.0,8.0,8.0,26.0,45.0,47.0,55.0,53.0,36.0,44.0,30.0,46.0,52.0,43.0,92.0,18.0
Coquimbo,04,Monte Patria,04303,32527.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,18.0,25.0,26.0,24.0,44.0,22.0,30.0,24.0,14.0,13.0,11.0,21.0,24.0,49.0,43.0,36.0,27.0,19.0,16.0,17.0,7.0,7.0,5.0,12.0,2.0,4.0,6.0,7.0,10.0,16.0,22.0,19.0,20.0,34.0,27.0,23.0,17.0,32.0,27.0,24.0,27.0,32.0,57.0,87.0,45.0,14.0
Coquimbo,04,Ovalle,04301,121269.0,0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,5.0,1.0,13.0,32.0,47.0,57.0,114.0,168.0,178.0,151.0,135.0,89.0,82.0,57.0,81.0,113.0,189.0,216.0,245.0,201.0,155.0,132.0,87.0,107.0,47.0,31.0,31.0,9.0,13.0,18.0,41.0,64.0,76.0,135.0,132.0,143.0,87.0,107.0,150.0,119.0,135.0,113.0,149.0,138.0,126.0,208.0,218.0,201.0,210.0,46.0
Coquimbo,04,Paiguano,04105,4675.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,11.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,9.0,4.0,7.0,10.0,11.0,12.0,10.0,3.0
Coquimbo,04,Punitaqui,04304,12165.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,0.0,4.0,16.0,2.0,7.0,5.0,7.0,5.0,13.0,15.0,5.0,4.0,12.0,18.0,16.0,19.0,12.0,14.0,5.0,8.0,2.0,3.0,6.0,3.0,1.0,6.0,7.0,5.0,11.0,12.0,16.0,9.0,7.0,14.0,12.0,6.0,13.0,11.0,17.0,16.0,14.0,15.0,17.0,22.0,13.0,3.0
Coquimbo,04,Rio Hurtado,04305,4372.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,6.0,1.0,0.0,0.0,5.0,1.0,3.0,3.0,2.0,5.0,5.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,4.0,5.0,0.0,9.0,4.0,11.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0
Coquimbo,04,Salamanca,04204,29110.0,0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,5.0,15.0,14.0,3.0,6.0,3.0,7.0,11.0,18.0,39.0,23.0,7.0,13.0,10.0,11.0,14.0,12.0,7.0,14.0,1.0,6.0,3.0,6.0,3.0,2.0,1.0,2.0,2.0,3.0,6.0,3.0,7.0,3.0,24.0,16.0,33.0,30.0,31.0,49.0,77.0,64.0,72.0,42.0,45.0,6.0
